,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement,yard_size
1026,2224700136,2015-01-22,315000.0,4,1.0,1300,8400,1.5,0.0,0.0,4,7,1300,1953,0,98133,47.7612,-122.33200000000001,1330,8400,0,7100
1027,7697920160,2014-05-15,245000.0,3,1.75,1490,6930,1.0,0.0,0.0,4,7,1490,1990,0,98030,47.3682,-122.179,1880,6861,0,5440
1028,1370804430,2015-03-05,543115.0,2,1.0,1380,5484,1.0,0.0,0.0,3,8,1030,1947,0,98199,47.6382,-122.399,1380,5347,350,4104
1029,2267000160,2014-10-20,900000.0,4,2.0,1190,8190,1.5,0.0,0.0,3,7,1190,1945,0,98117,47.6908,-122.397,1190,1567,0,7000
1031,8682231170,2015-04-29,554000.0,2,2.0,1920,6045,1.0,0.0,0.0,3,8,1920,2003,0,98053,47.7107,-122.031,1670,5200,0,4125
1032,3353400860,2014-07-17,249900.0,3,1.75,2080,12522,1.0,0.0,0.0,5,6,2080,1950,0,98001,47.266999999999996,-122.25,1690,11200,0,10442
1034,2021201000,2014-05-23,980000.0,4,3.0,3680,5854,1.0,0.0,3.0,3,10,2060,1967,0,98199,47.6327,-122.395,3140,5000,1620,2174
1035,3919000030,2015-04-20,395000.0,5,2.5,2070,9600,1.0,0.0,0.0,3,7,1270,1962,0,98146,47.4997,-122.36399999999999,1950,7800,800,7530
1036,789000550,2015-04-13,415000.0,3,1.75,1480,2200,2.0,0.0,0.0,3,7,1480,1995,0,98103,47.6969,-122.35,1360,2190,0,720
1037,5104511040,2015-02-20,380000.0,4,2.5,2000,6921,2.0,0.0,0.0,3,8,2000,2003,0,98038,47.3559,-122.014,2430,6339,0,4921
1038,7215722010,2015-02-26,566000.0,3,2.5,1560,5259,2.0,0.0,0.0,3,8,1560,1999,0,98075,47.5985,-122.016,2170,5461,0,3699
1039,16000435,2015-03-16,218500.0,2,1.0,1600,8961,1.0,0.0,0.0,4,7,1390,1949,0,98002,47.3098,-122.21,1502,6798,210,7361
1040,7197300105,2014-05-02,550000.0,4,2.5,1940,10500,1.0,0.0,0.0,4,7,1140,1976,0,98052,47.683,-122.11399999999999,2200,10500,800,8560
1041,2877101031,2014-07-02,512031.0,3,1.75,1540,3000,1.0,0.0,2.0,3,7,770,1920,0,98117,47.6769,-122.36,1420,4200,770,1460
1042,2892600016,2015-03-17,197500.0,2,1.0,820,8860,1.0,0.0,0.0,3,6,820,1950,0,98055,47.452,-122.19,1660,15375,0,8040
1043,2423020270,2014-07-15,470000.0,3,2.25,1780,8784,1.0,0.0,0.0,3,7,1230,1977,0,98033,47.701,-122.17200000000001,1780,7704,550,7004
1045,5255710160,2015-03-18,465000.0,4,2.25,2210,8862,1.0,0.0,0.0,4,8,1270,1977,0,98011,47.7725,-122.198,2030,8862,940,6652
1047,2024059094,2014-08-25,515000.0,3,2.25,1920,11500,1.0,0.0,0.0,3,8,1920,1972,1,98006,47.5498,-122.18799999999999,2260,8866,0,9580
1048,7613700860,2014-11-06,716500.0,3,1.75,1930,5000,1.0,0.0,0.0,3,9,1230,1936,0,98105,47.6582,-122.27799999999999,2300,6000,700,3070
1049,2771101200,2014-05-17,410000.0,3,2.0,1700,4250,1.0,0.0,0.0,3,6,890,1944,0,98199,47.6542,-122.385,1440,4250,810,2550
1050,7625704510,2014-10-22,850000.0,4,3.25,3450,6500,2.0,0.0,0.0,3,8,2450,1994,0,98136,47.5437,-122.38799999999999,1750,6500,1000,3050
1052,2553300030,2014-06-09,648000.0,4,2.5,2380,13435,2.0,0.0,0.0,3,10,2380,1992,0,98075,47.5833,-122.02799999999999,2730,9677,0,11055
1053,5309101200,2014-06-05,620000.0,4,2.25,2400,5350,1.5,0.0,0.0,4,7,1460,1929,0,98117,47.6763,-122.37,1250,4880,940,2950
1055,3756600240,2015-03-19,379000.0,3,1.0,1140,10320,1.0,0.0,0.0,4,7,1140,1963,0,98034,47.7168,-122.196,1140,10412,0,9180
1056,8127700445,2014-07-16,699000.0,3,1.75,1670,5375,1.0,0.0,0.0,3,7,1270,1952,0,98199,47.6416,-122.397,1460,6125,400,3705
1057,9421500070,2014-12-30,528000.0,4,2.25,1910,8005,1.0,0.0,0.0,3,8,1280,1960,0,98125,47.7259,-122.29799999999999,1860,8010,630,6095
1058,9477710160,2015-04-26,425000.0,3,1.75,1560,9452,1.0,0.0,0.0,4,8,1560,1974,0,98056,47.5197,-122.18,2200,9985,0,7892
1059,1795500240,2014-06-23,249500.0,2,1.75,1500,8645,1.0,0.0,0.0,4,7,1500,1963,0,98042,47.3643,-122.115,1220,8645,0,7145
1061,3524039204,2014-08-13,790000.0,4,2.75,2840,11900,1.0,0.0,3.0,4,9,1640,1961,0,98136,47.5271,-122.38600000000001,2790,10070,1200,9060
1063,7283900012,2014-10-21,275000.0,3,1.5,1410,9000,1.0,0.0,0.0,3,7,1410,1953,0,98133,47.7635,-122.35,1910,7214,0,7590
1064,809001070,2015-01-23,550000.0,3,1.0,1520,2500,1.5,0.0,0.0,3,8,1520,1912,0,98109,47.6347,-122.352,1880,3600,0,980
1065,3340401535,2014-11-05,140000.0,1,1.0,730,6890,1.0,0.0,0.0,4,4,730,1926,0,98055,47.467,-122.215,1790,7969,0,6160
1066,1607100139,2014-07-25,250000.0,3,1.0,1190,6250,1.0,0.0,0.0,3,7,990,1954,0,98108,47.5658,-122.292,1760,6434,200,5060
1067,8699800060,2014-09-03,318000.0,3,2.25,1410,8909,2.0,0.0,2.0,3,7,1410,1988,0,98198,47.3983,-122.31,2050,8909,0,7499
1069,6072600200,2015-04-17,470500.0,5,2.5,2500,9248,1.0,0.0,0.0,3,8,1300,1966,0,98006,47.5415,-122.18,2090,8568,1200,6748
1070,5144000036,2014-05-27,360000.0,3,1.0,1050,9206,1.5,0.0,0.0,3,7,1050,1954,0,98125,47.7071,-122.301,1380,6384,0,8156
1072,2485000202,2015-04-10,986000.0,3,2.5,2380,16080,1.0,0.0,2.0,4,9,1340,1964,0,98136,47.5262,-122.38600000000001,2560,10070,1040,13700
1073,9209900270,2015-02-05,515000.0,2,1.0,1060,4228,1.0,0.0,0.0,3,7,860,1906,0,98112,47.6231,-122.29299999999999,1060,4187,200,3168
1075,9368700223,2015-02-02,310000.0,4,3.0,2010,7426,1.0,0.0,0.0,5,7,1090,1951,0,98178,47.5042,-122.265,1470,7426,920,5416
1076,1782000160,2014-05-30,356700.0,2,1.0,1090,5000,1.0,0.0,0.0,4,7,730,1942,0,98126,47.5258,-122.37799999999999,990,5250,360,3910
1077,269001360,2015-04-22,775000.0,4,1.75,2320,5595,1.0,0.0,0.0,3,7,1510,1956,0,98199,47.6397,-122.38799999999999,1840,5596,810,3275
1078,390100060,2015-04-21,325000.0,3,1.0,1040,7541,1.0,0.0,0.0,3,6,1040,1951,0,98133,47.7565,-122.339,1140,6100,0,6501
1079,7888400560,2014-10-02,208000.0,4,2.75,1810,8677,1.5,0.0,0.0,3,7,1810,1962,0,98198,47.3668,-122.31,1740,8677,0,6867
1080,7567600045,2014-08-27,825000.0,2,1.0,1150,12775,1.0,1.0,4.0,4,6,1150,1908,0,98178,47.501999999999995,-122.22200000000001,2440,11852,0,11625
1081,7764200030,2014-07-16,515000.0,3,2.5,2360,11254,1.0,0.0,2.0,3,9,2360,1990,0,98003,47.3356,-122.333,2390,11254,0,8894
1082,9828202545,2015-01-27,490000.0,3,1.5,1970,3400,1.5,0.0,0.0,4,8,1420,1929,0,98122,47.6163,-122.292,1940,4000,550,1430
1084,9834200885,2014-07-17,360000.0,4,2.5,2080,4080,1.0,0.0,0.0,5,7,1040,1962,0,98144,47.571999999999996,-122.29,1340,4080,1040,2000
1085,9834200885,2015-04-20,550000.0,4,2.5,2080,4080,1.0,0.0,0.0,5,7,1040,1962,0,98144,47.571999999999996,-122.29,1340,4080,1040,2000
1086,3509600070,2014-07-25,225000.0,3,1.5,1370,9000,1.0,0.0,0.0,3,7,1370,1962,0,98168,47.4973,-122.32799999999999,1400,9075,0,7630
1087,2473002080,2015-03-17,500000.0,3,2.75,3410,9360,1.5,0.0,0.0,4,8,3410,1967,0,98058,47.4497,-122.147,2260,10128,0,5950
1088,1081300370,2015-04-27,385000.0,4,2.0,1850,11700,1.0,0.0,0.0,4,8,1850,1969,0,98059,47.4702,-122.12,2110,11700,0,9850
1089,11501160,2014-06-17,837700.0,5,2.75,3010,12611,2.0,0.0,0.0,3,10,3010,1994,0,98052,47.69600000000001,-122.102,2890,9456,0,9601
1090,7202330370,2015-02-10,448000.0,3,2.25,1530,3056,2.0,0.0,0.0,3,7,1530,2003,0,98053,47.6817,-122.035,1560,3064,0,1526
1092,2484200171,2014-07-14,575000.0,4,1.5,2810,7140,1.0,0.0,2.0,3,8,1490,1954,0,98136,47.5252,-122.382,2240,6825,1320,4330
1093,9477201040,2014-11-18,430000.0,3,1.75,1810,7300,1.0,0.0,0.0,4,7,1240,1976,0,98034,47.7299,-122.19200000000001,1460,7560,570,5490
1094,7202290160,2015-01-14,435000.0,3,2.5,1560,3987,2.0,0.0,0.0,3,7,1560,2002,0,98053,47.687,-122.04299999999999,1600,3152,0,2427
1095,4366700140,2014-12-19,241000.0,3,1.0,1010,9611,1.0,0.0,0.0,4,6,1010,1973,0,98092,47.3006,-122.066,1200,9611,0,8601
1096,5457300478,2015-05-13,453500.0,2,1.75,1000,1760,1.0,0.0,0.0,4,6,600,1924,0,98109,47.6261,-122.355,2120,2802,400,760
1097,9158100116,2015-04-06,285000.0,2,1.5,990,1380,3.0,0.0,0.0,3,7,990,2001,0,98133,47.7218,-122.35600000000001,1050,1380,0,390
1098,7227500830,2014-05-28,151000.0,2,1.0,720,4222,1.0,0.0,0.0,4,5,720,1942,0,98056,47.4965,-122.186,860,4785,0,3502
1100,2197600451,2014-11-05,631000.0,5,2.0,2270,2400,2.0,0.0,0.0,3,7,2270,1905,0,98122,47.6051,-122.319,1320,2400,0,130
1101,3278604400,2014-06-02,285000.0,2,2.5,1380,1073,2.0,0.0,0.0,3,7,1140,2011,0,98126,47.5462,-122.369,1580,2036,240,-307
1102,1788700160,2015-02-20,195000.0,3,1.0,1260,8378,1.0,0.0,0.0,4,6,840,1959,1,98023,47.3274,-122.348,1140,8496,420,7118
1104,7374600060,2015-01-09,550000.0,3,2.0,1810,12825,1.0,0.0,0.0,4,7,1810,1960,0,98007,47.5953,-122.14,1490,10800,0,11015
1106,2770604942,2014-12-30,609850.0,2,2.75,1910,1369,3.0,0.0,0.0,3,9,1910,2002,0,98119,47.6544,-122.37299999999999,1910,1879,0,-541
1107,7831800505,2015-01-06,200000.0,3,1.0,1230,4380,1.0,0.0,0.0,3,6,1230,1947,0,98106,47.5352,-122.361,1525,6026,0,3150
1108,5416510060,2015-03-06,367000.0,4,2.5,2960,6219,2.0,0.0,0.0,3,9,2960,2006,0,98038,47.3603,-122.037,2960,5361,0,3259
1109,4137010260,2014-08-25,285167.0,3,2.25,2200,8375,2.0,0.0,0.0,3,8,2200,1988,0,98092,47.2626,-122.21799999999999,2200,10002,0,6175
1111,1509500160,2015-03-24,350900.0,4,2.5,2540,12843,2.0,0.0,0.0,3,9,2540,1992,0,98030,47.3866,-122.169,2410,9383,0,10303
1112,3904940200,2014-06-20,660000.0,4,3.25,3030,9273,2.0,0.0,0.0,5,8,3030,1988,0,98029,47.5747,-122.014,2360,7632,0,6243
1113,4037200295,2014-08-19,525000.0,3,1.75,1520,8835,1.0,0.0,0.0,4,7,1520,1957,0,98008,47.6054,-122.118,1760,8580,0,7315
1114,7258200055,2015-02-06,262000.0,4,2.5,1560,7800,2.0,0.0,0.0,3,7,1560,1997,0,98168,47.513999999999996,-122.316,1160,7800,0,6240
1115,9178600560,2014-06-23,690000.0,2,1.0,970,4560,1.0,0.0,0.0,4,7,970,1907,0,98103,47.6561,-122.33200000000001,1500,4560,0,3590
1116,255520260,2015-03-24,624000.0,5,3.75,3570,14648,2.0,0.0,0.0,3,9,3570,2005,0,98019,47.7377,-121.97399999999999,3160,7882,0,11078
1117,751000060,2014-05-06,353000.0,3,1.0,1350,7740,1.0,0.0,0.0,4,6,860,1947,0,98125,47.7098,-122.291,1130,7740,490,6390
1118,3343900326,2015-03-11,552500.0,4,3.5,3710,10400,2.0,0.0,0.0,3,8,2290,2002,0,98056,47.5041,-122.186,1720,4276,1420,6690
1119,7137900320,2014-05-09,224500.0,4,1.0,1430,8355,1.5,0.0,0.0,4,7,1430,1983,0,98092,47.3178,-122.17399999999999,1550,7938,0,6925
1120,2641800060,2015-04-27,239000.0,3,1.0,940,8571,1.0,0.0,0.0,3,6,940,1950,0,98146,47.5006,-122.336,1100,8573,0,7631
1123,5332200550,2015-03-25,505000.0,3,1.0,1380,4000,1.5,0.0,0.0,3,7,1380,1910,0,98112,47.6261,-122.296,1690,4000,0,2620
1124,3450300240,2014-05-15,302000.0,4,1.75,2020,7865,1.0,0.0,0.0,4,7,1010,1963,0,98059,47.5008,-122.162,1650,7865,1010,5845
1125,9352900695,2014-09-22,170000.0,3,1.0,1480,5670,1.0,0.0,0.0,3,6,780,1944,0,98106,47.5175,-122.36,760,5040,700,4190
1127,8062900070,2014-09-09,272000.0,5,1.5,2550,6300,1.0,0.0,0.0,4,7,1560,1959,0,98056,47.5014,-122.17200000000001,1380,6300,990,3750
1128,8062900070,2015-02-13,369000.0,5,1.5,2550,6300,1.0,0.0,0.0,4,7,1560,1959,0,98056,47.5014,-122.17200000000001,1380,6300,990,3750
1129,4427100030,2015-01-14,332500.0,3,1.5,1500,6332,1.0,0.0,0.0,3,7,1500,1953,0,98125,47.7274,-122.31200000000001,1500,6337,0,4832
1130,4039100400,2015-05-06,515000.0,3,2.5,3000,8250,1.0,0.0,0.0,4,8,1760,1963,0,98008,47.6191,-122.11200000000001,2040,8250,1240,5250
1131,2171400126,2014-06-05,269000.0,3,1.0,1690,4250,1.0,0.0,0.0,3,7,1020,1967,0,98178,47.4945,-122.258,1820,8865,670,2560
1133,2475201180,2015-02-06,303000.0,3,2.5,1560,4100,2.0,0.0,0.0,3,7,1560,1985,0,98055,47.4733,-122.189,1660,4400,0,2540
1135,6021502830,2014-11-10,400000.0,3,1.0,1130,4100,1.0,0.0,0.0,3,7,990,1941,0,98117,47.6856,-122.385,1800,4100,140,2970
1136,7710100083,2015-02-04,225000.0,3,1.0,1020,8437,1.0,0.0,0.0,5,6,1020,1987,0,98022,47.2093,-122.0,1420,8500,0,7417
1137,2781270550,2014-09-16,219000.0,2,2.0,1310,2550,2.0,0.0,0.0,3,6,1310,2004,0,98038,47.3496,-122.022,1310,2550,0,1240
1138,200510060,2014-12-31,605000.0,3,2.5,2570,9487,2.0,0.0,3.0,3,9,2570,1989,0,98011,47.7408,-122.21600000000001,2490,9898,0,6917
1139,9554200105,2014-10-14,625000.0,4,2.0,2020,6867,1.0,0.0,0.0,5,8,1010,1942,0,98115,47.7,-122.292,1250,6842,1010,4847
1140,3320000810,2015-02-24,380000.0,5,2.0,1680,3240,1.0,0.0,0.0,3,5,840,1906,0,98144,47.5965,-122.311,1380,1260,840,1560
1141,643500060,2015-04-24,620000.0,4,2.0,1770,7700,1.5,0.0,0.0,4,7,1770,1962,0,98007,47.5916,-122.146,1710,7700,0,5930
1142,2537500140,2014-06-27,687500.0,4,2.75,3190,10970,2.0,0.0,0.0,3,10,3190,1994,0,98075,47.5862,-122.029,2850,8416,0,7780
1143,5112800421,2014-07-23,225500.0,4,2.0,1440,7950,1.0,0.0,0.0,5,6,1440,1962,0,98058,47.4517,-122.08200000000001,1530,20037,0,6510
1144,3352402236,2014-12-15,252500.0,3,2.0,1150,6000,1.0,0.0,0.0,5,7,1150,1956,0,98178,47.49800000000001,-122.26299999999999,1980,6360,0,4850
1145,3905100520,2014-10-29,510000.0,3,2.5,1860,3658,2.0,0.0,0.0,3,8,1860,1994,0,98029,47.5703,-122.00399999999999,1840,3739,0,1798
1146,6332940070,2014-05-07,510000.0,4,2.5,2430,5203,2.0,0.0,0.0,3,8,2430,2003,0,98155,47.7402,-122.31700000000001,2260,7474,0,2773
1147,809002435,2014-08-08,725000.0,3,2.5,1940,4000,1.5,0.0,0.0,5,7,1940,1906,0,98109,47.6372,-122.352,1440,4000,0,2060
1148,3797000295,2015-03-12,492000.0,2,1.0,880,2970,1.0,0.0,0.0,3,7,880,1927,0,98103,47.6868,-122.34899999999999,1370,3060,0,2090
1149,1775801260,2015-03-11,425000.0,4,2.5,1930,14196,1.0,0.0,0.0,4,7,1330,1977,0,98072,47.7407,-122.09700000000001,1470,12852,600,12266
1151,7137960030,2015-03-09,298900.0,3,2.5,1830,6162,2.0,0.0,0.0,3,8,1830,1994,0,98092,47.3291,-122.17,1860,7017,0,4332
1153,3797001920,2014-07-02,310000.0,2,1.0,700,3000,1.0,0.0,0.0,4,6,700,1918,0,98103,47.6846,-122.346,1560,4500,0,2300
1154,3901100055,2014-12-22,350000.0,3,1.75,1010,8580,1.0,0.0,0.0,3,7,1010,1961,0,98033,47.6703,-122.17399999999999,1500,8580,0,7570
1155,8069000075,2014-12-29,790000.0,4,1.75,2460,10061,1.0,1.0,4.0,3,7,1410,1961,0,98178,47.5105,-122.238,2300,10061,1050,7601
1156,1541700240,2014-07-29,305000.0,4,2.5,2230,5000,2.0,0.0,0.0,3,8,2230,2003,0,98031,47.3919,-122.184,2230,6137,0,2770
1157,6064800710,2014-10-02,315000.0,3,2.5,1570,2865,2.0,0.0,0.0,3,7,1570,2003,0,98118,47.5412,-122.288,1610,2582,0,1295
1158,1865810060,2014-08-12,267500.0,5,3.5,2390,6600,2.0,0.0,0.0,5,7,2390,1977,0,98042,47.3737,-122.115,1140,6600,0,4210
1160,5415300060,2014-08-13,435000.0,6,3.5,2400,8620,2.0,0.0,0.0,3,8,1640,1987,0,98034,47.7152,-122.162,1940,7350,760,6220
1163,3705900238,2014-08-28,439995.0,3,1.75,1570,8400,1.0,0.0,0.0,4,7,1570,1959,0,98133,47.76,-122.34,1860,8639,0,6830
1164,3876200070,2015-05-08,460000.0,3,3.0,1520,7500,1.0,0.0,0.0,3,7,1180,1967,0,98034,47.7276,-122.181,2080,8000,340,5980
1165,4388000140,2014-07-29,194000.0,3,1.0,1070,6440,1.0,0.0,0.0,4,7,1070,1971,0,98023,47.3186,-122.37299999999999,1190,6532,0,5370
1166,3523029041,2014-10-09,290000.0,2,0.75,440,8313,1.0,1.0,3.0,4,5,440,1943,0,98070,47.4339,-122.512,880,26289,0,7873
1167,3110800260,2014-07-15,274700.0,4,2.0,2440,9600,1.0,0.0,0.0,5,7,1220,1963,0,98031,47.4142,-122.179,1370,9600,1220,7160
1168,3131201290,2015-03-17,900000.0,4,2.5,2660,3672,2.0,0.0,0.0,5,8,1800,1910,0,98105,47.6609,-122.324,1510,3825,860,1012
1170,8956000350,2014-09-03,605000.0,3,2.5,2010,3667,2.0,0.0,0.0,3,9,2010,2008,0,98027,47.545,-122.015,2350,3600,0,1657
1171,7853210140,2015-03-09,359000.0,3,2.5,1450,3850,2.0,0.0,0.0,3,7,1450,2004,0,98065,47.5318,-121.85,1970,3748,0,2400
1172,3250500140,2014-10-08,850000.0,3,1.75,1400,9900,1.0,0.0,0.0,3,7,1400,1951,0,98004,47.6272,-122.209,1810,10796,0,8500
1173,2767601375,2014-08-21,505000.0,3,2.0,1500,2500,2.0,0.0,0.0,3,8,1500,2002,0,98107,47.6748,-122.385,1550,5000,0,1000
1174,9465910320,2014-07-09,565000.0,3,2.5,2500,7394,2.0,0.0,0.0,3,9,2500,1990,0,98072,47.7441,-122.17299999999999,2790,7642,0,4894
1175,3334000055,2015-04-29,585000.0,2,1.75,1280,7110,1.0,0.0,0.0,4,7,1000,1955,0,98118,47.5569,-122.273,1550,6835,280,5830
1176,7893800335,2015-04-30,328000.0,4,3.25,3380,7500,2.0,0.0,3.0,3,7,2420,1990,0,98198,47.4092,-122.33,1920,7500,960,4120
1178,3630180400,2014-06-26,826000.0,4,2.5,3060,7140,2.0,0.0,0.0,3,9,3060,2006,0,98027,47.5393,-121.99799999999999,3240,6218,0,4080
1181,7625700935,2014-06-05,875000.0,3,3.5,3250,6000,2.0,0.0,0.0,3,10,2500,2001,0,98136,47.5533,-122.391,1650,6000,750,2750
1182,7856610200,2014-05-23,902000.0,4,2.25,2530,9200,1.0,0.0,0.0,5,9,1570,1976,0,98006,47.5612,-122.152,3030,9400,960,6670
1183,7287100135,2014-10-01,423000.0,3,1.0,1830,13900,1.0,0.0,0.0,3,7,1830,1951,0,98133,47.7654,-122.352,1840,10667,0,12070
1184,1023059324,2014-06-23,235000.0,3,1.0,1170,11100,1.0,0.0,0.0,4,6,1170,1968,0,98059,47.4954,-122.164,2080,8481,0,9930
1185,6398000171,2014-07-10,545000.0,2,2.0,2930,14057,1.0,0.0,2.0,4,8,1680,1980,0,98070,47.4025,-122.463,2234,61011,1250,11127
1186,6149700350,2014-10-16,343000.0,2,1.0,1230,7560,1.0,0.0,0.0,3,7,1230,1961,0,98133,47.7298,-122.34,1270,7560,0,6330
1187,9558020890,2015-03-24,334950.0,3,2.5,1620,2930,2.0,0.0,0.0,3,8,1620,2002,0,98058,47.4491,-122.12,1900,2943,0,1310
1188,2624049185,2014-09-09,405000.0,3,1.75,1760,5355,1.0,0.0,0.0,3,7,1160,1956,0,98118,47.5368,-122.26700000000001,1790,6225,600,3595
1189,236400260,2014-12-15,220000.0,4,1.0,1440,8250,1.0,0.0,0.0,3,7,1440,1959,0,98188,47.4325,-122.291,1440,8466,0,6810
1190,3826000560,2014-10-02,173000.0,2,1.0,1740,8100,1.0,0.0,0.0,3,6,1050,1947,0,98168,47.4942,-122.304,960,8100,690,6360
1191,7011201245,2014-11-07,655000.0,3,1.0,1270,3600,1.5,0.0,0.0,3,7,1270,1906,0,98119,47.6368,-122.37,1710,3600,0,2330
1192,9222400510,2015-01-07,406000.0,2,1.0,880,3000,1.0,0.0,0.0,3,6,880,1924,0,98115,47.6749,-122.323,890,3000,0,2120
1193,9455200570,2014-12-17,632000.0,6,2.5,2560,8320,1.0,0.0,0.0,3,7,1370,1961,0,98125,47.7021,-122.287,2360,7800,1190,5760
1194,2112700030,2014-11-26,357000.0,5,2.75,1540,4000,1.0,0.0,0.0,3,7,1140,1990,0,98106,47.533,-122.354,1630,4000,400,2460
1196,3996900160,2014-07-08,277000.0,2,1.0,770,8149,1.0,0.0,0.0,3,6,770,1948,0,98155,47.7458,-122.29799999999999,1160,8149,0,7379
1198,11900140,2014-05-09,254000.0,3,2.5,1850,4597,2.0,0.0,0.0,3,8,1850,2003,0,98042,47.3755,-122.13600000000001,2210,5000,0,2747
1199,6071600340,2014-11-13,472800.0,3,2.25,1840,8400,1.0,0.0,0.0,3,8,1290,1961,0,98006,47.5497,-122.17200000000001,2110,8400,550,6560
1200,1231000510,2014-09-22,263000.0,3,1.75,1490,3800,1.0,0.0,0.0,3,6,700,1913,0,98118,47.5554,-122.27,2180,4000,790,2310
1201,1231000510,2015-05-04,510000.0,3,1.75,1490,3800,1.0,0.0,0.0,3,6,700,1913,0,98118,47.5554,-122.27,2180,4000,790,2310
1202,7683800192,2014-11-07,179950.0,3,1.0,960,10125,1.0,0.0,0.0,4,7,960,1952,0,98003,47.3335,-122.305,1250,9769,0,9165
1203,4123400340,2014-12-03,525000.0,4,2.25,1580,7307,1.0,0.0,0.0,3,8,1160,1973,0,98027,47.568999999999996,-122.086,2020,7458,420,5727
1204,5458300685,2014-05-20,479000.0,3,2.5,1260,889,3.0,0.0,0.0,3,8,1260,2008,0,98109,47.6277,-122.345,1340,1324,0,-371
1205,194000505,2014-09-04,651000.0,3,2.0,1940,6440,1.0,0.0,2.0,5,7,970,1940,0,98116,47.5664,-122.389,1730,4640,970,4500
1206,3885804305,2014-09-11,949000.0,4,1.75,2490,7834,1.0,0.0,3.0,4,8,1240,1958,0,98033,47.6851,-122.209,3210,7834,1250,5344
1208,8585400135,2014-11-05,585000.0,4,1.75,1760,5356,1.0,0.0,0.0,4,7,920,1950,0,98115,47.678999999999995,-122.288,1680,5184,840,3596
1210,2770606685,2014-08-13,470000.0,3,1.0,1170,4400,1.0,0.0,0.0,3,7,870,1951,0,98199,47.6584,-122.391,1240,4400,300,3230
1211,8856971000,2015-04-06,245000.0,3,2.5,1600,4271,2.0,0.0,0.0,3,7,1600,2003,0,98038,47.386,-122.036,1520,3225,0,2671
1213,2095800400,2014-11-13,455000.0,3,2.5,2090,8653,2.0,0.0,0.0,3,8,2090,1989,0,98011,47.7498,-122.184,2090,6396,0,6563
1214,7852030240,2015-04-08,485500.0,4,2.5,2320,3974,2.0,0.0,0.0,3,7,2320,1999,0,98065,47.532,-121.88,2620,4539,0,1654
1218,8029520240,2014-10-10,475000.0,4,3.5,3660,14401,2.0,0.0,0.0,3,10,2660,1994,0,98023,47.3076,-122.396,2780,10653,1000,10741
1219,7016310030,2015-02-19,330000.0,4,2.5,2180,7210,1.0,0.0,0.0,3,7,1190,1972,0,98011,47.7419,-122.181,2070,7210,990,5030
1220,1238500451,2015-02-09,130000.0,3,1.0,1110,7520,1.0,0.0,0.0,4,7,1110,1960,0,98033,47.683,-122.176,1440,8400,0,6410
1221,4401150070,2014-06-23,320000.0,3,2.5,2280,7417,2.0,0.0,0.0,3,8,2280,1998,0,98001,47.3557,-122.27799999999999,2370,6443,0,5137
1222,3331000070,2014-06-06,735000.0,4,2.5,2820,6180,2.0,0.0,0.0,3,9,2050,2013,0,98118,47.5529,-122.281,1390,4635,770,3360
1223,2636900126,2015-03-12,365000.0,4,2.5,1570,9600,1.0,0.0,0.0,3,7,800,1972,0,98155,47.7757,-122.303,1340,9110,770,8030
1224,1842900030,2015-04-16,234000.0,3,1.5,1200,11935,1.0,0.0,0.0,4,7,1200,1968,0,98042,47.3434,-122.08200000000001,1350,11935,0,10735
1225,1761300310,2014-08-27,211000.0,4,2.0,1710,8288,1.5,0.0,0.0,3,7,1710,1970,0,98031,47.3947,-122.17399999999999,1710,7200,0,6578
1226,5249800729,2015-03-30,680000.0,6,3.5,3000,6320,2.0,0.0,2.0,3,8,2400,1969,0,98118,47.562,-122.279,1720,6360,600,3320
1227,5104511600,2014-11-12,457000.0,4,3.0,2800,7845,2.0,0.0,0.0,3,8,2800,2002,0,98038,47.3544,-122.01299999999999,2800,6977,0,5045
1228,8663370060,2014-10-09,349000.0,3,2.25,1640,7261,2.0,0.0,0.0,3,7,1640,1989,0,98034,47.7192,-122.176,1640,6789,0,5621
1229,613400030,2014-10-24,360000.0,3,2.75,2030,6840,1.0,0.0,0.0,3,7,1210,1979,0,98108,47.5413,-122.29899999999999,1910,6365,820,4810
1230,6004510240,2015-04-14,350000.0,4,2.5,2530,10155,2.0,0.0,0.0,3,8,2530,1998,0,98042,47.351000000000006,-122.146,2330,7205,0,7625
1231,1450100070,2015-04-30,208000.0,3,1.0,990,7420,1.0,0.0,0.0,5,6,990,1960,0,98002,47.2898,-122.221,1010,7420,0,6430
1232,6117501820,2014-06-18,250275.0,2,1.0,790,11234,1.0,0.0,0.0,4,6,790,1942,0,98166,47.4413,-122.34899999999999,1930,11871,0,10444
1233,6117501820,2015-04-28,435000.0,2,1.0,790,11234,1.0,0.0,0.0,4,6,790,1942,0,98166,47.4413,-122.34899999999999,1930,11871,0,10444
1234,5420300240,2014-12-05,270000.0,3,1.75,1800,7763,1.0,0.0,0.0,3,6,1470,1984,0,98030,47.3766,-122.184,1440,7483,330,5963
1235,4140900140,2014-05-27,438000.0,3,1.75,1650,12940,1.0,0.0,0.0,4,7,1650,1961,0,98028,47.7629,-122.26799999999999,2830,12600,0,11290
